Loc ID,Route,BMP,Start,EMP,End,K Factor %,D Factor %,T Factor %,AADT_1-AADT 2021,AADT_2-AADT 2040
100018,I 8,102.3,Exit 102 Painted Rock Rd,106.48,Exit 106 Paloma Rd,12,51,28.410426605821755,14463.0,22723.0
100019,I 8,106.48,Exit 106 Paloma Rd,111.43,Exit 111 Citrus Valley Rd,7,58,27.576462765957448,12032.0,18904.0
100020,I 8,111.43,Exit 111 Citrus Valley Rd,115.15,Exit 115 SB 8 (3) - West of Gila Bend,7,63,23.155128293796253,14459.0,22717.0
100021,I 8,115.15,Exit 115 SB 8 (3) - West of Gila Bend,115.63,Exit 116 SR 85,15,82,52.066115702479344,3630.0,5703.0
100022,I 8,115.63,Exit 116 SR 85,119.43,Exit 119 Butterfield Trail - East of Gila Bend,10,63,65.98230088495575,2825.0,4438.0
100023,I 8,119.43,Exit 119 Butterfield Trail - East of Gila Bend,140.81,Exit 140 Freeman Rd,12,51,45.64144736842105,7296.0,11463.0
100024,I 8,140.81,Exit 140 Freeman Rd,144.56,Exit 144 Vekol Rd,6,50,42.41660489251297,6745.0,10597.0
100025,I 8,144.56,Exit 144 Vekol Rd,151.69,Exit 151 SR 84 / Maricopa Rd,6,56,39.705882352941174,6732.0,13695.0
100026,I 8,151.69,Exit 151 SR 84 / Maricopa Rd,161.53,Exit 161 Stanfield Rd,11,57,46.765944645006016,6648.0,13524.0
100027,I 8,161.53,Exit 161 Stanfield Rd,167.53,Exit 167 Montgomery Rd,7,51,32.50840941854877,8324.0,16933.0
100028,I 8,167.53,Exit 167 Montgomery Rd,169.54,Exit 169 Bianco Rd,8,51,40.58590657165479,6315.0,12847.0
100029,I 8,169.54,Exit 169 Bianco Rd,172.54,Exit 172 Thornton Rd - Casa Grande,7,74,28.9918332863982,7102.0,14447.0
100030,I 8,172.54,Exit 172 Thornton Rd - Casa Grande,174.54,Exit 174 Trekell Rd - Casa Grande,7,55,32.19493954879721,8023.0,16321.0
100031,I 8,174.54,Exit 174 Trekell Rd - Casa Grande,178.33,Exit 178 I-10 (Exit 199),6,54,21.768515911010983,10653.0,21671.0
100063,I 10,0,California State Line - Ehrenberg,0.71,Exit 1 Ehrenberg - Parker Hwy,6,51,39.798777381558835,31408.0,52671.0
100064,I 10,0.71,Exit 1 Ehrenberg - Parker Hwy,5.85,Exit 5 Tom Wells Rd,11,53,25.382902638148575,29642.0,49710.0
100065,I 10,5.85,Exit 5 Tom Wells Rd,11.93,Exit 11 Dome Rock Rd,6,58,42.99611658102224,25493.0,42752.0
100066,I 10,11.93,Exit 11 Dome Rock Rd,17.49,Exit 17 SB 10 (1) West end of Quartzsite,6,54,49.31693472090823,26425.0,44315.0
100067,I 10,17.49,Exit 17 SB 10 (1) - West end of Quartzsite,19.8,Exit 19 SB 10 (1) - East end of Quartzsite,6,57,43.32351398248658,24781.0,41558.0
100068,I 10,19.8,Exit 19 SB 10 (1) - East end of Quartzsite,26.66,Exit 26 Old Hwy 60 / Gold Nugget Rd,8,66,47.1970163026761,26008.0,43615.0
100069,I 10,26.66,Exit 26 Old Hwy 60 / Gold Nugget Rd,31.17,Exit 31 US 60 East,6,58,44.88461249342254,26606.0,44618.0
100070,I 10,31.17,Exit 31 US 60 East,45.37,Exit 45 Vicksburg Rd,10,55,47.1484375,28160.0,47224.0
100071,I 10,45.37,Exit 45 Vicksburg Rd,53.98,Exit 53 Hovatter Rd,11,57,18.424523257886293,28055.0,47048.0
100072,I 10,53.98,Exit 53 Hovatter Rd,69.66,Exit 69 Avenue 75 E,6,59,41.534979423868315,24300.0,40751.0
100073,I 10,69.66,Exit 69 Avenue 75E,81.24,Exit 81 Salome Hwy,8,52,40.39245463991688,25022.0,39312.66052816331
100074,I 10,81.24,Exit 81 Salome Hwy,94.17,Exit 94 411th Ave - Tonopah,6,66,38.74689247980112,25744.0,40447.0
100075,I 10,94.17,Exit 94 Tonapah,98.3,Exit 98 Wintersburg Rd,9,50,21.78890511940755,29437.0,46249.0
100076,I 10,98.3,Exit 98 Wintersburg Rd,103.45,Exit 103 339th Ave,6,51,35.80975272224043,27459.0,43141.0
100077,I 10,103.45,Exit 103 339th Ave,109.68,Exit 109 Palo Verde Rd / Sun Valley Pkwy,7,53,21.15216106616673,49073.0,77099.0
100078,I 10,109.68,Exit 109 Palo Verde Rd / Sun Valley Pkwy,112.74,Exit 112 SR 85 / Oglesby Rd,6,53,28.530555679735347,44738.0,70288.0
100079,I 10,112.74,Exit 112 SR 85 / Ogelsby Rd,114.86,Exit 114 Miller Rd,7,62,35.88596449478844,42022.0,57680.0
100080,I 10,114.86,Exit 114 Miller RD,117,Exit 117 Watson Rd,8,50,21.527437863708055,73548.0,100954.0
100081,I 10,117,Exit 117 Watson Rd,120.2,Exit 120 Verado Way,7,50,18.876103826598875,93425.0,128237.0
100082,I 10,120.2,Exit 120 Verado Way,121.7,Exit 121 Jackrabbit Trail,7,52,17.268775040491008,117310.0,161022.0
100083,I 10,121.7,Exit 121 Jackrabitt Trl,124.71,Exit 124 SR 303 / Cotton Lane,6,55,17.647724995862042,114791.0,157565.0
100084,I 10,124.71,Exit 124 Cotton Ln,126.69,Exit 126 Pebble Creek / Estrella Pkwys,6,67,18.68388642945112,150215.0,206189.0
100085,I 10,126.69,Exit 126 Pebble Creek / Estrella Pkwys,127.69,Exit 128 Bullard Ave,7,56,17.876888583148613,156996.0,215496.0
100086,I 10,127.69,Exit 126 Bullard Ave,128.71,Exit 128 Litchfield Rd - Goodyear,7,50,12.6237479028638,222327.0,305171.0
100087,I 10,128.71,Exit 128 Litchfield Rd - Goodyear,129.7,Exit 129 Dysart Rd / 8th St - Avondale,7,51,12.918840107223067,220848.0,303141.0
100088,I 10,129.7,Exit 129 Dysart Rd / 8th St - Avondale,131.7,Exit 131 115th Ave / Avondale Blvd,6,57,11.37964793734283,208372.0,286016.0
100089,I 10,131.7,Exit 131 115th Ave / Avondale Blvd,133.69,Exit 133 99th Ave,7,64,9.90215756457758,190817.0,261920.0
100090,I 10,133.69,Exit 133 99th Ave,134.68,Exit 134 91st Ave - Tolleson,6,57,7.855242371331171,240540.0,330171.0
100091,I 10,134.68,Exit 134 91st Ave - Tolleson,135.66,Exit 135 83rd Ave,6,52,8.340740168231763,232893.0,319674.0
100092,I 10,135.66,Exit 135 83rd Ave,136.16,Exit 136A 79th Ave WB (HOV only),7,55,8.618471258452091,225388.0,309373.0
100093,I 10,136.16,Exit 136A 79th Ave (WB HOV only),136.69,Exit 136B 75th Ave,6,59,8.618471258452091,225388.0,309373.0
100094,I 10,136.69,Exit 136B 75th Ave,137.68,Exit 137 67th Ave,7,51,9.308501655069918,236848.0,325103.0
100095,I 10,137.68,Exit 137 67th Ave,138.66,Exit 138 59th Ave,8,56,11.496070631609586,206140.0,282953.0
100096,I 10,138.66,Exit 138 59th Ave,139.65,Exit 139 51th Ave,6,52,8.322546873512897,210140.0,288443.0
100097,I 10,139.65,Exit 139 51th Ave,140.65,Exit 140 43rd Ave,7,54,8.576549341394948,231550.0,317831.0
100098,I 10,140.65,Exit 140 43rd Ave,141.66,Exit 141 35th Ave,7,51,6.177821011673152,257000.0,352764.0
100099,I 10,141.66,Exit 141 35th Ave,142.66,Exit 142 27th Ave (EB only),6,55,5.8581106241585745,279288.0,383357.0
100100,I 10,142.66,Exit 142 27th Ave (EB only),143.18,Exit 143 I-17 (Exit 200A),7,51,6.734795039522718,225946.0,310139.0
100101,I 10,143.18,Exit 143 I-17 (Exit 200A),143.66,Exit 143C 19th Ave (Westbound only),7,53,18.74733765184565,136158.0,186894.0
100102,I 10,143.66,Exit 143C 19th Ave (WB Only),144.66,Exit 144A 7th Ave,4,66,9.641338320438592,195170.0,267895.0
100103,I 10,144.66,Exit 144A 7the Ave,144.94,Exit 144B 3rd Ave (EB HOV Only),7,51,7.123951843350354,256164.0,351617.0
100104,I 10,144.94,Exit 144B 3rd Ave (EB HOV Only),145.44,Exit 145A 3rd St (WB HOV Only),7,55,6.889641164522681,258475.0,354789.0
100105,I 10,145.44,Exit 145A 3rd St (WB HOV only),145.68,Exit 145B 7th St,6,52,6.610724833866601,260032.0,356926.0
100106,I 10,145.68,Exit 145B 7th St,146.7,Exit 146 16th St (EB Only),6,53,5.398501148617266,318644.0,437378.0
100107,I 10,146.7,Exit 146 16th St (EB Only),147.49,Exit 147 SR 51 (Exit x) / SR 202 (Exit y),7,57,8.619013467208543,125490.0,172251.0
100108,I 10,147.49,Exit 147 SR 51 (Exit x) / SR 202 (Exit y),148.19,Exit 148 Jefferson St,7,57,9.8332333689728,153388.0,210544.0
100109,I 10,148.19,Exit 148 Jefferson St,148.93,Exit 149 Buckeye Rd,7,57,10.395811661181126,175917.0,241468.0
100110,I 10,148.93,Exit 149 Buckeye Rd,149.92,Exit 150A 24th St,7,51,9.628246813455808,161774.0,222055.0
100111,I 10,149.92,Exit 150A 24th St,151.49,Exit 151 32nd St / University Dr,7,60,12.458060748819763,202078.0,277377.0
100112,I 10,151.49,Exit 151 32nd St / University Dr,152.38,Exit 152 40th St,7,65,4.7179404730802466,248795.0,341502.0
100113,I 10,152.38,Exit 152 40th St,153.08,Exit 153A 48th St / SR 143 Eastbound Off Ramp,4,57,4.729479963034529,238060.0,326767.0
100114,I 10,153.08,Exit 153A 48th St / SR 143 Eastbound Off Ramp,153.45,Exit 153 SR 143,7,56,8.09932082314047,255898.0,351252.0
100115,I 10,153.45,Exit 153 SR 143,154.94,Exit 154 US 60 (Exit 172),7,53,8.547374196224172,306211.0,420312.0
100116,I 10,154.94,Exit 154 US 60 (Exit 172),156.03,Exit 155 Baseline Rd,6,52,7.57501537307055,191894.0,263398.0
100117,I 10,156.03,Exit 155 Baseline Rd,157.82,Exit 157 Elliot Rd,8,52,5.775210061431538,185898.0,255168.0
100118,I 10,157.82,Exit 157 Elliot Rd,158.82,Exit 158 Warner Rd,6,56,8.375747208629528,213963.0,293691.0
100119,I 10,158.82,Exit 158 Warner Rd,159.78,Exit 159 Ray Rd,7,59,10.84411651952641,179987.0,247054.0
100120,I 10,159.78,Exit 159 Ray Rd,160.76,Exit 160 Chandler Blvd,5,78,8.616750624749676,177271.0,243326.0
100121,I 10,160.76,Exit 160 Chandler Blvd,162.45,Exit 162 Maricopa Rd / Wild Horse Pass Rd,6,67,14.966669710528718,76657.0,105221.0
100122,I 10,162.45,Exit 162 Maricopa Rd / Wild Horse Pass Rd,164.5,Exit 164 SR 347 / Queen Creek Rd,7,53,12.102168882966751,111071.0,152459.0
100123,I 10,164.5,Exit 164 SR 347 / Queen Creek Rd,167.49,Exit 167 Riggs Rd,9,53,15.031436284901522,55191.0,75756.0
100124,I 10,167.49,Exit 167 Riggs Rd,175.82,Exit 175 SR 587 / Casa Blanca Rd,8,65,9.134459765650288,61788.0,125694.0
100125,I 10,175.82,Exit 175 SR 587 / Casa Blanca Rd,185.31,Exit 185 SR 187 / Pinal Ave,9,52,15.859341222437509,62449.0,127039.0
100126,I 10,185.31,Exit 185 SR 187 / Pinal Ave,190.66,Exit 190 McCartney Rd,7,53,14.988334305474543,48004.0,75673.0
100127,I 10,190.66,Exit 190 McCartney Rd,194.91,Exit 194 SR 287 / Florence Blvd - Casa Grande,7,51,15.188422410087405,48853.0,77011.0
100128,I 10,194.91,Exit 194 SR 287 / Florence Blvd - Casa Grande,198.12,Exit 198 Jimmie Kerr Blvd (Ex SR 84) - Casa Grande,8,51,21.722846441947567,56871.0,89651.0
100129,I 10,198.12,Exit 198 Jimmie Kerr Blvd (Ex SR 84) - Casa Grande,199.1,Exit 199 I-8 (Exit 178),6,54,17.66052009456265,52875.0,107563.0
100130,I 10,199.1,Exit 199 I-8 (Exit 178),200.12,Exit 200 Sunland Gin Rd,7,64,20.99704178992542,48002.0,97650.0
100131,I 10,200.12,Exit 200 Sunland Gin Rd,203.86,Exit 203 Toltec Hwy,9,53,27.46583782391996,54373.0,110610.0
100132,I 10,203.86,Exit 203 Toltec Hwy,208.82,Exit 208 Sunshine Blvd - Eloy,6,51,21.971666233428646,46164.0,72772.0
100133,I 10,208.82,Exit 208 Sunshine Blvd - Eloy,211.33,Exit 211 SR 87,9,53,13.415042404404106,53768.0,84759.0
100134,I 10,211.33,Exit 211 SR 87,212.2,Exit 212 Picacho Hwy,6,56,21.153173712203472,54337.0,110537.0
100135,I 10,212.2,Exit 212 Picacho Hwy,219.85,Exit 219 Picacho Peak,9,52,16.364992450564845,54971.0,111827.0
100136,I 10,219.85,Exit 219 Picacho Peak,226.48,Exit 226 Red Rock Rd,6,51,15.697231394462788,47244.0,96108.0
100137,I 10,226.48,Exit 226 Red Rock Rd,232.02,Exit 232 Pinal Airpark Rd,6,50,15.293548191920618,49583.0,100866.0
100138,I 10,232.02,Exit 232 Pinal Airpark Rd,236.43,Exit 236 Marana Rd - Marana,7,53,15.619040205503445,51386.0,76565.0
100139,I 10,236.43,Exit 236 Marana Rd - Marana,240.46,Exit 240 Tangerine Rd,8,50,18.880081583460807,64719.0,89463.0
100140,I 10,240.46,Exit 240 Tangerine Rd,242.96,Exit 242 Avra Valley Rd,7,50,14.931191652133133,68233.0,94320.0
100141,I 10,242.96,Exit 242 Avra Valley Rd,244.9,Exit 244 Twin Peaks Rd,9,51,11.934016203985305,82202.0,113629.47570354458
102321,I 10,244.93,Exit 244 Twin Peaks Rd,246.75,Exit 246 Cortaro Rd,7,65,11.599130715080431,96171.0,132940.0
100142,I 10,246.75,Exit 246 Cortaro Rd,248.74,Exit 248 Ina Rd,7,51,13.126620678607543,99881.0,138068.0
100143,I 10,248.74,Exit 248 Ina Rd,250.06,Exit 250 Orange Grove Rd,7,69,13.500336394376536,114449.0,158206.0
100144,I 10,250.06,Exit 250 Orange Grove Rd,251.19,Exit 251 Sunset Rd,7,60,13.300216392096159,126622.0,175033.0
100145,I 10,251.19,Exit 251 Sunset Rd,252.43,Exit 252 El Camino Del Cerro,7,62,12.699515816162881,130942.0,181004.0
100146,I 10,252.43,Exit 252 El Camino Del Cerro,254.31,Exit 254 Prince Rd,8,52,15.46678612348274,116081.0,160462.0
100147,I 10,254.31,Exit 254 Prince Rd,255.29,Exit 255 SR 77 / Miracle Mile,7,54,10.299492882511066,173727.0,240147.0
100148,I 10,255.29,Exit 255 SR 77 / Miracle Mile,256.18,Exit 256 Grant Rd,7,58,10.313211628450464,183997.0,254344.0
100149,I 10,256.18,Exit 256 Grant Rd,257.32,Exit 257 Speedway Blvd,9,52,9.799003159917907,184182.0,254599.0
100150,I 10,257.32,Exit 257 Speedway Blvd,257.77,Exit 257A St Marys Rd,5,65,9.499170741394765,186311.0,257542.0
100151,I 10,257.77,Exit 257A St Marys Rd,258.36,Exit 258 Congress St,7,54,9.552720277359512,186617.0,257965.0
100152,I 10,258.36,Exit 258 Congress St,259.35,Exit 259 22nd St / Starr Pass Blvd,8,53,8.663914946841777,199875.0,276292.0
100153,I 10,259.35,Exit 259 22nd St / Starr Pass Blvd,260.38,Exit 260 North of I-19 (Exit 101) Eastbound On Ramp,8,50,7.957526545908807,176110.0,243441.0
100154,I 10,260.38,Exit 260 North of I-19 (Exit 101) Eastbound On Ramp,260.7,Exit 261A North of I-10 (Exit 261) Eastbound Off Ramp,7,50,8.848095010491011,123439.0,170633.0
100155,I 10,260.7,Exit 261A North of I-10 (Exit 261) Eastbound Off Ramp,261.17,Exit 261A1 I-10 Eastbound Frontage Rd Off Ramp,7,58,9.798120117627956,110858.0,153242.0
100156,I 10,261.17,Exit 261A1 I-10 Eastbound Frontage Rd Off Ramp,261.61,Exit 261G I-10 Eastbound Frontage Rd On Ramp,7,58,9.91628930704144,110858.0,153242.0
100157,I 10,261.61,Exit 261G I-10 Eastbound Frontage Rd On Ramp,261.92,Exit 262G I-10 Eastbound On Ramp,7,58,11.299086074947645,103619.0,143235.0
100158,I 10,261.92,Exit 262G I-10 Eastbound On Ramp,262.27,Exit 262A Kino Pkwy (South),7,59,11.898315844505023,107116.0,148069.0
100159,I 10,262.27,Exit 263A Kino Pkwy (South),262.72,Exit 263B Kino Pkwy (North),7,50,13.929282106229909,97995.0,135461.0
100160,I 10,262.72,Exit 236B Kino Pkwy (North),264.35,Exit 264A Palo Verde Rd (South),8,54,19.867310496114285,74761.0,103344.0
100161,I 10,264.35,Exit 264A Palo Verde Rd (South),264.54,Exit 264B Palo Verde Rd (North) / Irvington Rd,7,52,14.598774550732829,77849.0,107613.0
100162,I 10,264.54,Exit 264B Palo Verde Rd (North) / Irvington Rd,265.04,Exit 265 Alvernon Way,8,63,20.421860019175455,65709.0,90831.0
100163,I 10,265.04,Exit 265 Alvernon Rd,267.12,Exit 267 Valencia Rd,8,52,30.23025372239172,76698.0,106022.0
100164,I 10,267.12,Exit 267 SB 10 (X) / Valencia Rd,268.11,Exit 268 Craycroft Rd,7,53,15.286186206431603,74165.0,102520.0
100165,I 10,268.11,Exit 268 Craycroft Rd,269.35,Exit 269 Wilmot Rd,7,54,16.696316988899508,68015.0,94019.0
100166,I 10,269.35,Exit 269 Wilmot Rd,270.59,Exit 270 Kolb Rd,8,55,13.677827577115739,56895.0,78647.0
100167,I 10,270.59,Exit 270 Kolb Rd,273.14,Exit 273 Rita Rd,8,56,19.99762900740088,59047.0,81622.0
100168,I 10,273.14,Exit 273 Rita Rd,275.49,Exit 275 Houghton Rd,8,57,19.622881259785345,44071.0,60920.0
100169,I 10,275.49,Exit 275 Houghton Rd,279.42,Exit 279 Wentworth Rd / Vail Rd,9,57,14.734315770585201,44583.0,61628.0
100170,I 10,279.42,Exit 279 Wentworth Rd / Vail Rd,281.69,Exit 281 SR 83/Sonoita Patagonia,6,52,23.76639600249844,38424.0,53114.0
100171,I 10,281.69,Exit 281 SR 83 / Sonoita Patagonia,289.44,Exit 289 Marsh Station Rd,6,52,32.92333206647549,28943.0,43125.0
100172,I 10,289.44,Exit 289 Marsh Station Rd,292.5,Exit 292 Bell Rd / Empirita Rd,9,51,25.842459347753945,33147.0,49389.0
100173,I 10,292.5,Exit 292 Bell Rd / Empirita Rd,297.18,Exit 297 Mescal Rd / J Six Ranch Rd,8,63,21.999102199610952,33415.0,49788.0
100174,I 10,297.18,Exit 297 Mescal Rd / J Six Ranch Rd,299.35,Exit 299 Skyline Rd,6,51,21.59591812088642,33122.0,54610.0
100175,I 10,299.35,Exit 299 Skyline Rd,302.39,Exit 302 SR 90 / Whetstone Rd,7,53,23.429448525380987,27363.0,45115.0
100176,I 10,302.39,Exit 302 SR 90 / Whetstone Rd,303.9,Exit 303 SB 10 (3) - West end of Benson,6,53,23.04632278002433,30417.0,50150.0
100177,I 10,303.9,Exit 303 SB 10 (3) - West end of Benson,304.92,Exit 304 Ocotillo Rd,6,54,34.45096395641241,19088.0,31471.0
100178,I 10,304.92,Exit 304 Ocotillo Rd,306.65,Exit 306 SB 10 (3) / Pomerene Rd - E. side Benson,7,50,43.432894221990345,15334.0,25282.0
100179,I 10,306.65,Exit 306 SB 10 (3) / Pomerene Rd - E. side Benson,312.78,Exit 312 Sibyl Rd,6,50,33.24740990432757,20173.0,33260.0
100180,I 10,312.78,Exit 312 Sibyl Rd,318.97,Exit 318 Dragoon Rd,9,52,31.89023272860546,21828.0,35989.0
100181,I 10,318.97,Exit 318 Dragoon Rd,322.6,Exit 322 Johnson Rd,9,64,39.8937583001328,18825.0,31038.0
100182,I 10,322.6,Exit 322 Johnson Rd,331.61,Exit 331 US 191 South,7,52,38.30371483342832,19301.0,31823.0
100183,I 10,331.61,Exit 331 US 191 South,336.9,Exit 336 SB 10 (4) / Taylor Rd - W. end of Willcox,9,51,46.36107193229901,21270.0,35069.0
100184,I 10,336.9,Exit 336 SB 10 (4) / Taylor Rd - W. end of Willcox,340.54,Exit 340 SR 186 / Fort Grant Rd / Rex Allen Dr,6,55,37.497945993317636,18257.0,30101.0
100185,I 10,340.54,Exit 340 SR 186 / Fort Grant Rd / Rex Allen Dr,344.5,Exit 344 SB 10 (4) - East end of Willcox,6,51,35.55976806422837,17936.0,29572.0
100186,I 10,344.5,Exit 344 SB 10 (4) - East end of Willcox,352.39,Exit 352 US 191 North,6,51,33.637977856695215,19148.0,31570.0
100187,I 10,352.39,Exit 352 US 191 North,355.98,Exit 355 US 191 (1) - Luzena,6,56,42.774347990424594,15874.0,26172.0
100188,I 10,355.98,Exit 355 US 191 (1) - Luzena,362.89,Exit 362 SB 10 (5) - West end of Bowie,8,50,25.16962266396858,16802.0,27702.0
100189,I 10,362.89,Exit 362 SB 10 (5) - West end of Bowie,366.81,Exit 366 SB 10 (5) - East end of Bowie,6,53,38.96393442622951,15250.0,25143.0
100190,I 10,366.81,Exit 366 SB 10 (5) - East end of Bowie,378.95,Exit 378 SB 10 (5) - West end of San Simon,6,51,43.71629248714411,15946.0,26291.0
100191,I 10,378.95,Exit 378 SB 10 (5) - West end of San Simon,382.35,Exit 382 SB 10 (5) - East end of San Simon / Portal Rd,8,54,50.80093676814988,10675.0,17600.0
100192,I 10,382.35,Exit 382 SB 10 (5) - East end of San Simon / Portal Rd,390.76,Exit 390 Cavot Rd,6,53,42.884704943117555,15031.0,24782.0
100193,I 10,390.76,Exit 390 Cavot Rd,391.23,New Mexico State Line,8,53,38.71447028423773,15480.0,25523.0
100325,I 15,0,Nevada State Line - Mesquite,8.61,Exit 8 - Littlefield / Beaver Dam,10,54,23.750708929359128,31738.0,52829.0
102332,I 15,8.61,Exit 8 Littlefield Rd / Beaver Dan,9.84,Exit 9 Desert Springs,7,56,22.493299220272906,32832.0,54650.0
100326,I 15,9.84,Exit 9 Desert Springs,18.33,Exit 18 Cedar Pocket,7,50,21.693917183486814,31926.0,53142.0
100327,I 15,18.33,Exit 18 Cedar Pocket,27.47,Exit 27 Black Rock,7,53,21.937127236580515,32192.0,53585.0
100328,I 15,27.47,Exit 27 Black Rock Rd,29.4,Utah State Line,9,61,23.89875304960694,29512.0,49124.0
100333,I 17,193.89,Exit 150A I-10 (Exit 150A),195.07,Exit 195A 16th St (SB only),8,54,11.357603958449388,91551.0,125665.0
100334,I 17,195.07,Exit 195A 16th St (SB only),195.99,Exit 195B 7th St (NB only),8,50,10.898963752701675,117057.0,160675.0
100335,I 17,195.99,Exit 195B 7th St (NB only),196.93,Exit 196 7th Ave (SB only),8,61,12.30135432318669,100493.0,137939.0
100336,I 17,196.93,Exit 196 7th Ave (SB only),197.94,Exit 197 19th Ave,8,59,12.841899845771302,95313.0,130829.0
100337,I 17,197.94,Exit 197 19th Ave,199.17,Exit 199A Grant St,5,53,8.689651890451376,126081.0,173062.0
100338,I 17,199.17,Exit 199A Grant St,199.71,Exit 199B Adams St,8,59,10.193742543227025,112314.0,154165.0
100339,I 17,199.71,Exit 199B Adams St,200.6,Exit 200A I-10 (Exit 143A),8,58,10.869520136037494,96444.0,132381.0
100340,I 17,200.6,Exit 200A I-10 (Exit 143A),200.88,Exit 200B Mcdowell Rd,8,65,8.608405232396327,71860.0,98637.0
100341,I 17,200.88,Exit 200B McDowell Rd,201.91,Exit 201 Thomas Rd,6,61,5.09406189942932,204493.0,280692.0
100342,I 17,201.91,Exit 201 Thomas Rd,202.9,Exit 202 Indian School Rd,6,51,6.151109879195251,216465.0,297125.0
100343,I 17,202.9,Exit 202 Indian School Rd,203.91,Exit 203 Camelback Rd,6,50,4.756255539646826,220005.0,301984.0
100344,I 17,203.91,Exit 203 Camelback Rd,204.91,Exit 204 Bethany Home Rd,7,50,6.551952034766235,210319.0,288689.0
100345,I 17,204.91,Exit 204 Bethany Home Rd,205.92,Exit 205 Glendale Ave,7,51,6.327296871420088,213867.0,293559.0
100346,I 17,205.92,Exit 205 Glendale Ave,206.91,Exit 206 Northern Ave,7,50,4.818067509479204,205186.0,281643.0
100347,I 17,206.91,Exit 206 Northern Ave,207.97,Exit 207 Dunlap Ave,7,52,7.14023695037922,201730.0,276899.0
100348,I 17,207.97,Exit 207 Dunlap Ave,208.95,Exit 208 Peoria Ave,8,51,8.21380228800978,183216.0,251487.0
100349,I 17,208.95,Exit 208 Peoria Ave,209.96,Exit 209 Cactus Rd,6,50,5.451915128134472,217740.0,298875.0
100350,I 17,209.96,Exit 209 Cactus Rd,210.95,Exit 210 Thunderbird Rd,4,54,5.845358724042754,215932.0,296393.0
100351,I 17,210.95,Exit 210 Thunderbird Rd,211.95,Exit 211 Greenway Rd,4,69,6.299398656501213,207369.0,284640.0
100352,I 17,211.95,Exit 211 Greenway Rd,212.95,Exit 212 Bell Rd,7,58,7.255124134758854,178274.0,244703.0
100353,I 17,212.95,Exit 212 Bell Rd,213.98,Exit 214 Union Hills Rd,7,52,9.406051133191918,143312.0,196713.0
100354,I 17,213.98,Exit 214 Union Hills Rd,214.48,Yorkshire Dr / Utopia Rd,7,51,7.699398701001361,165974.0,227820.0
100355,I 17,214.48,Yorkshire Dr / Utopia Rd,214.95,Exit 215 SR 101,6,74,9.904747972237123,123042.0,168890.0
100356,I 17,214.95,Exit 215 SR 101,215.49,Exit 217A Rose Garden Ln,7,60,8.399850124328683,88073.0,120891.0
