Loc ID,Route,BMP,Start,EMP,End,K Factor %,D Factor %,T Factor %,AADT_1-AADT 2023,AADT_2-AADT 2043
100018,I-8,102.29,Painted Rock Dam Rd,106.517,Paloma Rd,13,53,32.056025369978855,15136,15322
100019,I-8,106.517,Paloma Rd,111.446,Citrus Valley Rd,8,60,35.274445656125046,13755,13924
100020,I-8,111.446,Citrus Valley Rd,114.332,Exit 115 SB 8 (3) - West of Gila Bend,8,60,24.75450370893677,14155,14329
100021,I-8,114.332,Exit 115 SB 8 (3) - West of Gila Bend,115.639,Exit 116 SR 85,8,66,68.78680800942286,5094,5157
100022,I-8,115.639,Exit 116 SR 85,119.427,Exit 119 Butterfield Trail - East of Gila Bend,8,66,45.44607500582343,4293,4346
100023,I-8,119.427,Exit 119 Butterfield Trail - East of Gila Bend,140.813,I-8 Exit 140,11,55,48.742871954380504,7716,7811
100024,I-8,140.813,I-8 Exit 140,144.562,Vekol Valley Rd,7,53,37.514095977947626,7981,8288
100025,I-8,144.562,Exit 144 Vekol Rd,151.692,Exit 151 SR 84 / Maricopa Rd,7,54,35.0846394984326,7975,8282
100026,I-8,151.692,SR-84,161.533,S Stanfield Rd,11,56,49.18607914678642,7126,7213
100027,I-8,161.533,S Stanfield Rd,167.535,S Montgomery Rd,7,58,24.01223342701273,12098,12247
100028,I-8,167.535,S Montgomery Rd,169.542,S Bianco Rd,10,51,43.807704552690225,6282,6359
100029,I-8,169.542,S Bianco Rd,172.548,S Thornton Rd,8,53,49.92387718853083,7882,7979
100030,I-8,172.548,S Thornton Rd,174.541,S Trekell Rd,8,54,32.2213181448332,8603,8709
100031,I-8,174.541,S Trekell Rd,177.96,I-8 Exit 178 A-Ramp,8,55,21.818022440392706,11408,11548
3351,I-8,177.96,I-8 Exit 178 A-Ramp,177.96,I-10 nonCard,10,61,40.609137055837564,591,598
3174,I-10 Exit 199 C-Ramp,178.792,I-10 nonCard,178.792,I-8 nonCard,7,-,-,1572,2051
100063,I-10,0.04,California State Line - Ehrenberg,0.759,Exit 1 Ehrenberg - Parker Hwy,7,53,39.568635355775044,29766,30911
100064,I-10,0.759,Juneau Ave,5.856,Tom Wells Rd,11,61,42.857142857142854,27482,28539
100065,I-10,5.856,Tom Wells Rd,11.966,W Dome Rock Rd,8,53,49.22182636414776,26665,27691
100066,I-10,11.966,W Dome Rock Rd,17.508,SR-10B nonCard (1),8,54,43.89003436426117,29100,30219
100067,I-10,17.508,SR-10B nonCard (1),19.912,SR-10B nonCard (1),7,55,59.54950727358048,23441,24343
100068,I-10,19.912,SR-10B nonCard (1),26.65,Gold Nugget Rd,7,56,55.05268199233716,25056,26020
100069,I-10,26.65,Gold Nugget Rd,31.169,US-60,7,51,46.83652133508867,25826,26819
100070,I-10,31.169,US-60,45.368,Vicksburg Rd,12,51,46.18840632647843,27377,28430
100071,I-10,45.368,Vicksburg Rd,53.961,Hovatter Rd,12,57,23.746445142942672,26724,27752
100072,I-10,53.961,Hovatter Rd,69.67,Avenue 75,6,50,61.446259741287236,25279,26251
100073,I-10,69.67,Avenue 75,81.237,Salome Hwy,8,53,55.31598243130422,27549,27887
100074,I-10,81.237,Salome Hwy,94.162,411th Ave,6,54,60.826061663758004,25785,26101
100075,I-10,94.162,411th Ave,98.297,Wintersburg Rd,10,54,35.72397751502229,30954,31333
100076,I-10,98.297,Wintersburg Rd,103.451,339th Ave,8,63,49.68488077447859,30782,31159
100077,I-10,103.451,339th Ave,109.684,Palo Verde Rd,7,56,42.403830974056724,38006,38471
100078,I-10,109.684,Palo Verde Rd,112.754,I-10 Exit 112 C-Ramp,8,50,32.23307823761052,53836,54495
100079,I-10,112.754,I-10 Exit 112 C-Ramp,114.856,Miller Bky Rd,8,52,29.13676302904286,59636,60366
100080,I-10,114.856,Miller Bky Rd,117.019,Watson Rd,7,52,22.76946812405209,76484,77422
100081,I-10,117.019,Watson Rd,120.221,Verrado Way,8,51,20.710220161720375,91887,93012
100082,I-10,120.221,Verrado Way,121.704,Jackrabbit Trl,7,51,16.895214715947425,123023,124529
100083,I-10,121.704,Jackrabbit Trl,124.663,SR-303,7,55,37.3179884015297,55697,56380
100084,I-10,124.663,SR-303,126.693,Estrella Pkwy,7,54,16.38787274138122,180420,182628
100085,I-10,126.693,Estrella Pkwy,127.693,Bullard Ave,7,55,14.678985622368735,201424,203889
100086,I-10,127.693,Bullard Ave,128.708,Litchfield Rd,7,51,12.75825465591936,231748,247683
100087,I-10,128.708,Litchfield Rd,129.698,Dysart Rd,7,50,12.451213268312337,238282,254666
100088,I-10,129.698,Dysart Rd,131.698,Avondale Blvd,7,57,12.727910962439863,193716,196087
100089,I-10,131.698,Avondale Blvd,133.678,99th Ave,8,64,9.901578870449976,198433,212077
100090,I-10,133.678,99th Ave,134.679,91st Ave,7,58,7.85476990977089,250141,267341
100091,I-10,134.679,91st Ave,135.661,83rd Ave,7,50,6.796462797458814,297184,317618
100092,I-10,135.661,83rd Ave,136.164,79th Ave,7,55,6.598928384736016,306080,327126
100093,I-10,136.164,79th Ave,136.68,75th Ave,7,59,7.557379350082366,270742,329977
100094,I-10,136.68,75th Ave,137.674,67th Ave,7,52,7.225930898844532,317274,339090
100095,I-10,137.674,67th Ave,138.656,59th Ave,9,57,8.680535986022656,283888,303408
100096,I-10,138.656,59th Ave,139.655,51st Ave,7,59,7.5023722100746735,242390,259057
100097,I-10,139.655,51st Ave,140.653,43rd Ave,7,55,7.108676792574946,290476,310449
100098,I-10,140.653,43rd Ave,141.68,35th Ave,7,56,5.5225867744266335,298936,319491
100099,I-10,141.68,35th Ave,142.658,27th Ave,7,57,5.701244340479438,298391,318908
100100,I-10,142.658,27th Ave,143.185,I-17,7,51,6.733797517917639,234964,286371
100101,I-10,143.185,I-17,143.66,19th Ave,7,53,18.989505205022812,141594,172573
100102,I-10,143.66,19th Ave,144.668,7th Ave,5,67,7.317885005198477,267386,350955
100103,I-10,144.668,7th Ave,144.948,3rd Ave,7,51,7.21573632643868,266390,324672
100104,I-10,144.948,3rd Ave,145.442,3rd St nonCard,7,55,7.310053494936734,253295,308712
100105,I-10,145.442,3rd St nonCard,145.686,7th St,7,52,6.816223183166693,262242,319617
100106,I-10,145.686,7th St,146.694,16th St,7,54,4.528583725758266,394980,413173
100107,I-10,146.694,16th St,147.435,Roosevelt Phx St,7,57,8.61692426761891,130499,136510
100108,I-10,147.435,Roosevelt Phx St,148.191,Jefferson St,7,57,10.410817053985703,150651,157590
100109,I-10,148.191,Jefferson St,148.914,Buckeye Rd,8,57,10.483373026373819,181392,189747
100110,I-10,148.914,Buckeye Rd,149.931,24th St,8,50,11.341657271307625,142801,149378
100111,I-10,149.931,24th St,151.482,University Dr,7,60,12.457172224760164,210144,219823
100112,I-10,151.482,University Dr,152.376,40th St,7,66,4.717363996521403,258725,270642
100113,I-10,152.376,40th St,153.202,I-10 Exit 153 A-Ramp,4,57,4.728897290790627,247563,301726
100114,I-10,153.202,I-10 Exit 153 A-Ramp,154.019,I-10 Exit 153 G-Ramp,7,56,8.204064454064454,266112,278369
100115,I-10,154.019,I-10 Exit 153 G-Ramp,154.908,US-60,8,53,8.546826029883743,318434,333101
100116,I-10,154.908,US-60,156.022,Baseline Rd,7,53,7.573927728473137,199553,213274
100117,I-10,156.022,Baseline Rd,157.814,Elliot Rd,8,53,5.773906206354297,193318,206611
100118,I-10,157.814,Elliot Rd,158.792,Warner Rd,6,56,8.375167975263254,222503,237802
100119,I-10,158.792,Warner Rd,159.778,Ray Rd,7,59,10.8430258961057,187171,200041
100120,I-10,159.778,Ray Rd,160.751,Chandler Blvd,5,79,8.615863647705945,184346,197022
100121,I-10,160.751,Chandler Blvd,162.47,Wild Horse Pass Blvd,7,53,15.305651080429092,77932,83291
100122,I-10,162.47,Wild Horse Pass Blvd,164.512,SR-347 nonCard,7,54,15.623565957146388,113316,121108
100123,I-10,164.512,SR-347 nonCard,167.489,Riggs Rd,8,58,23.53253934495959,75232,80405
100124,I-10,167.489,Riggs Rd,175.818,SR-587,8,60,19.335607253221387,68604,69444
100125,I-10,175.818,SR-587,185.324,SR-387,9,52,15.855299370069108,65404,66205
100126,I-10,185.324,SR-387,190.659,W McCartney Rd,7,50,13.139368793361447,58808,59528
100127,I-10,190.659,W McCartney Rd,194.908,SR-287,7,51,13.801285048752188,57741,58449
100128,I-10,194.908,SR-287,198.12,SR-84,9,52,19.63158655467583,62267,63029
100129,I-10,198.12,SR-84,199.414,I-8,7,54,21.28661087866109,55448,56128
100130,I-10,199.414,I-8,200.119,N Sunland Gin Rd,8,56,26.003195009699137,52582,53226
100131,I-10,200.119,N Sunland Gin Rd,203.845,N Toltec Hwy (A),9,54,18.612925403918872,58180,58893
100132,I-10,203.845,N Toltec Hwy (A),208.806,S Sunshine Blvd,7,52,19.90680676107812,54725,55396
100133,I-10,208.806,S Sunshine Blvd,210.87,SR-84,9,54,13.61335676625659,56900,57598
100134,I-10,210.87,SR-87,212.222,Exit 212 Picacho Hwy,6,54,33.6635350759464,46941,47516
100135,I-10,212.222,Exit 212 Picacho Hwy,219.846,E Picacho Peak Rd,9,54,26.295003051054312,58996,59718
100136,I-10,219.846,E Picacho Peak Rd,226.461,E I-10 Exit 226 Bridge,7,52,33.09939980056068,53149,53801
100137,I-10,226.461,E I-10 Exit 226 Bridge,232.021,E Pinal Airpark Rd,7,50,20.556976973036804,50810,51433
100138,I-10,232.021,E Pinal Airpark Rd,236.427,N Sandario Rd,7,50,14.412064670378358,59811,60544
100139,I-10,236.427,N Sandario Rd,240.459,W Tangerine Rd,9,57,18.47954906778436,69190,70037
100140,I-10,240.459,W Tangerine Rd,242.959,W Avra Valley Rd,9,50,18.93130927874111,79181,80150
100141,I-10,242.959,W Avra Valley Rd,244.936,W Twin Peaks Rd,7,51,21.278805503286822,81842,82844
102321,I-10,244.936,W Twin Peaks Rd,246.743,N Cortaro Rd,7,53,14.28213808888041,83888,84915
100142,I-10,246.743,N Cortaro Rd,248.734,W Ina Rd,9,58,12.985228760580522,108454,109781
100143,I-10,248.734,W Ina Rd,250.074,W Orange Grove Rd,7,70,13.498828735033836,122944,124449
100144,I-10,250.074,W Orange Grove Rd,251.184,W Sunset Rd,7,61,13.299514777238642,136020,137685
100145,I-10,251.184,W Sunset Rd,252.41,W El Camino Del Cerro,8,63,12.698615821016487,140661,182018
100146,I-10,252.41,W El Camino Del Cerro,254.343,W Prince Rd,9,58,15.015599043798874,123405,159688
100147,I-10,254.343,W Prince Rd,255.297,SR-77,8,54,10.298412290149555,186621,199453
100148,I-10,255.297,SR-77,256.182,W Grant Rd,8,58,10.311959282382345,197654,211245
100149,I-10,256.182,W Grant Rd,257.326,W Speedway Blvd,8,54,10.699215572817442,183191,195787
100150,I-10,257.326,W Speedway Blvd,257.772,W Saint Marys Rd,7,51,11.956454924330902,162682,173868
100151,I-10,257.772,W Saint Marys Rd,258.363,W Congress St,8,54,9.806211078334973,195264,204258
100152,I-10,258.363,W Congress St,259.347,W 22nd St,7,53,11.585835491324573,164891,213372
100153,I-10,259.347,W 22nd St,260.44,I-19 Exit 101 A-Ramp,8,54,16.665146505529584,87710,93741
100154,I-10,260.44,I-19 Exit 101 A-Ramp,260.792,I-10 Exit 261 A-Ramp,7,51,9.989440877429024,117434,125509
100155,I-10,260.792,I-10 Exit 261 A-Ramp,261.246,I-10 Exit 261 A1-Ramp,7,59,15.888553517529601,107675,115079
100156,I-10,261.246,I-10 Exit 261 A1-Ramp,261.561,I-10 Exit 261 G-Ramp,7,58,16.5341672999357,102642,109700
100157,I-10,261.561,I-10 Exit 261 G-Ramp,261.886,I-10 Exit 262 G-Ramp,7,57,16.232738278955384,100439,107345
100158,I-10,261.886,I-10 Exit 262 G-Ramp,262.298,I-10 Exit 263 A-Ramp,7,54,16.376098489450452,98772,105564
100159,I-10,262.298,I-10 Exit 263 A-Ramp,262.769,I-10 Exit 263 G-Ramp,7,52,17.447974524179813,94521,101020
100160,I-10,262.769,I-10 Exit 263 G-Ramp,264.303,E Irvington Rd,8,55,20.072040900640364,77456,82782
100161,I-10,264.303,E Irvington Rd,264.543,I-10 Exit 264 B-Ramp,7,54,20.37417977294032,76808,156705
100162,I-10,264.543,I-10 Exit 264 B-Ramp,265.053,S Alvernon Way,7,62,21.895103787038504,63110,67451
100163,I-10,265.053,S Alvernon Way,267.127,E Valencia Rd,8,53,18.34478637585898,73634,78697
100164,I-10,267.127,E Valencia Rd,268.101,S Craycroft Rd,7,62,20.047995758514364,71673,72550
100165,I-10,268.101,S Craycroft Rd,269.355,S Wilmot Rd,7,54,14.934851636921056,73064,73958
100166,I-10,269.355,S Wilmot Rd,270.591,S Kolb Rd,9,51,17.995316468221247,60638,61380
100167,I-10,270.591,S Kolb Rd,273.126,S Rita Rd,9,56,19.610751601493096,61349,62100
100168,I-10,273.126,S Rita Rd,275.493,S Houghton Rd,8,60,20.629193211929863,53211,53863
100169,I-10,275.493,S Houghton Rd,279.402,S Wentworth Rd,8,60,25.80783174581729,44409,44953
100170,I-10,279.402,S Wentworth Rd,281.68,SR-83,8,53,29.87150579989677,36811,37262
100171,I-10,281.68,SR-83,291.037,E Marsh Station Rd,7,51,32.913366182249106,32066,32459
100172,I-10,291.037,E Marsh Station Rd,292.495,S Bell Rd,9,52,35.27442516077879,34053,35363
100173,I-10,292.495,S Bell Rd,297.175,S J Six Ranch Rd,7,52,36.344387357932426,32115,33350
100174,I-10,297.175,S J Six Ranch Rd,299.349,W Skyline Rd (A),7,50,31.63993668428755,33483,33893
100175,I-10,299.349,W Skyline Rd (A),302.365,SR-90,8,50,20.34935272211385,33834,34249
100176,I-10,302.365,SR-90,303.862,I-10 Exit 303 J-Ramp,7,53,36.33212112972844,29423,29784
100177,I-10,303.862,I-10 Exit 303 J-Ramp,304.925,N Ocotillo St,8,51,50.84894011113398,19436,19674
100178,I-10,304.925,N Ocotillo St,307.218,SR-10B nonCard,7,51,53.19358816276202,20275,20524
100179,I-10,307.218,SR-10B nonCard,312.776,N Sibyl Rd,7,51,54.686426538423795,20378,20628
100180,I-10,312.776,N Sibyl Rd,318.985,E Dragoon Rd,9,57,39.44889638689723,21339,21600
100181,I-10,318.985,E Dragoon Rd,322.604,N Johnson Rd,6,53,51.50762681802058,19733,20492
100182,I-10,322.604,N Johnson Rd,331.615,US-191 nonCard,7,52,36.97487097863309,20733,21530
100183,I-10,331.615,US-191 nonCard,336.901,SR-10B nonCard,9,56,47.16346622477825,20518,21308
100184,I-10,336.901,SR-10B nonCard,340.54,SR-186,7,50,42.28203358638141,17388,18057
100185,I-10,340.54,SR-186,344.496,SR-10B nonCard,7,50,26.960321209258385,25404,26382
100186,I-10,344.496,SR-10B nonCard,352.398,US-191,7,52,33.6282755603092,20569,21360
100187,I-10,352.398,Exit 352 US 191 North,355.974,Exit 355 US 191 (1) - Luzena,7,54,38.663838812301165,18860,19586
100188,I-10,355.974,Exit 355 US 191 (1) - Luzena,362.886,Exit 362 SB 10 (5) - West end of Bowie,8,53,31.157830591102986,16410,17042
100189,I-10,362.886,Exit 362 SB 10 (5) - West end of Bowie,366.814,Exit 366 SB 10 (5) - East end of Bowie,7,54,38.9451837382493,16382,17012
100190,I-10,366.814,Exit 366 SB 10 (5) - East end of Bowie,378.95,Exit 378 SB 10 (5) - West end of San Simon,7,58,35.59338151388361,21032,21841
100191,I-10,378.95,Exit 378 SB 10 (5) - West end of San Simon,382.341,Exit 382 SB 10 (5),9,54,50.77607254970352,11468,11909
100192,I-10,382.341,Exit 382 SB 10 (5),390.761,N Cavot Rd,9,52,54.06753645433615,15636,18289
100193,I-10,390.761,N Cavot Rd,391.184,Interstate 10 EB,8,53,52.2802305411001,17871,18558
4249,N Casa Grande Hwy,249.942,I-10 Exit 250 A-Ramp,249.942,I-10 Front,17,-,1.7185821697099892,8379,10728
4332,I-10 Front,259.886,-,259.886,-,8,100,13.615234667866247,6669,8390
100325,I-15,0,Nevada State Line - Mesquite,8.607,N Highway 91,9,53,23.350620363684108,30466,31638
102332,I-15,8.607,N Highway 91,10.111,Exit 9 Desert Springs,7,56,22.487609912070344,31275,32478
100326,I-15,10.111,Exit 9 Desert Springs,18.327,Exit 18 Cedar Pocket,7,50,22.48783374983559,30412,31582
100327,I-15,18.327,Exit 18 Cedar Pocket,27.506,Exit 27 Black Rock,8,54,21.933800750040763,30665,31845
100328,I-15,27.506,Exit 27 Black Rock,29.455,Utah State Line,10,61,23.893710870802504,28112,29193
100333,I-17,193.929,I-10,194.92,16th St,8,51,10.1753588951481,110060,115129
100334,I-17,194.92,16th St,195.935,7th St,7,50,9.878513406656603,139110,145517
100335,I-17,195.935,7th St,196.939,7th Ave,8,57,12.671298058622002,105080,109920
100336,I-17,196.939,7th Ave,197.943,19th Ave,9,59,10.229530076354832,128872,134808
100337,I-17,197.943,19th Ave,199.166,Grant St,5,54,8.687969371226623,135820,142076
100338,I-17,199.166,Grant St,199.707,Adams St,8,59,10.447837063896843,118034,143858
100339,I-17,199.707,Adams St,200.579,I-10 nonCard,7,66,10.347134400029324,109122,114148
100340,I-17,200.579,I-10,200.885,McDowell Rd,8,65,8.611462992166697,77362,94288
100341,I-17,200.885,McDowell Rd,201.945,Thomas Rd,7,61,6.912697923726204,162310,169786
100342,I-17,201.945,Thomas Rd,202.91,Indian School Rd,7,50,6.5543276569684,218802,228880
100343,I-17,202.91,Indian School Rd,203.91,Camelback Rd,7,51,5.125476391882919,219882,235001
100344,I-17,203.91,Camelback Rd,204.919,Bethany Home Rd,7,51,7.186365176971868,206530,220731
100345,I-17,204.919,Bethany Home Rd,205.918,Glendale Ave,7,50,7.09066674450055,205566,219701
100346,I-17,205.918,Glendale Ave,206.919,Northern Ave,7,51,5.00103317428711,212936,227577
100347,I-17,206.919,Northern Ave,207.968,Dunlap Ave,8,52,7.726593625498008,200800,210049
100348,I-17,207.968,Dunlap Ave,208.949,Peoria Ave,7,50,8.3113713506363,195034,204017
100349,I-17,208.949,Peoria Ave,209.958,Cactus Rd,8,52,7.277508366914828,175692,183784
100350,I-17,209.958,Cactus Rd,210.948,Thunderbird Rd,5,55,7.4501723485990174,182479,195026
100351,I-17,210.948,Thunderbird Rd,211.946,Greenway Rd,7,69,6.298905939441688,223388,238748
100352,I-17,211.946,Greenway Rd,212.954,Bell Rd,5,51,8.452755093373456,164822,176155
100353,I-17,212.954,Bell Rd,213.987,Union Hills Dr,8,52,9.819290960490187,147862,158029
100354,I-17,213.987,Union Hills Dr,214.487,Yorkshire Dr,8,56,6.342134884793252,147474,157614
100355,I-17,214.487,Yorkshire Dr,214.945,SR-101,7,74,9.903731534712477,132546,161545
100356,I-17,214.945,SR-101,215.492,Rose Garden Ln,8,61,8.584389276786485,92808,99189
100357,I-17,215.492,Rose Garden Ln,215.993,Deer Valley Rd,8,53,6.856851086258297,121426,129775
100358,I-17,215.993,Deer Valley Rd,217.108,Pinnacle Peak Rd,9,50,12.884460222688398,123940,132462
100359,I-17,217.108,Pinnacle Peak Rd,218.029,Happy Valley Rd,9,51,10.13141690180367,128294,137115
100392,I-17,218.029,Happy Valley Rd,218.905,Jomax Rd,9,54,9.334022721070848,139254,148829
100393,I-17,218.905,Jomax Rd,220.941,Black Canyon Hwy (A),11,51,7.417639209937795,106422,107725
100394,I-17,220.941,Black Canyon Hwy (A),221.956,SR-303,9,52,6.209880427942102,127120,128676
100395,I-17,221.956,SR-303,222.969,Dove Valley Rd,10,64,6.931225415750898,106013,107311
100396,I-17,222.969,Dove Valley Rd,223.976,SR-74,9,54,12.345983468054984,109485,110825
100397,I-17,223.976,SR-74,225.524,Pioneer Rd,8,57,19.889933636457275,67959,68792
100398,I-17,225.524,Pioneer Rd,227.023,Daisy Mountain Dr,8,53,8.65140853412941,84414,85447
100399,I-17,227.023,Daisy Mountain Dr,229.066,Anthem Way,9,53,12.341663558373742,67025,67845
100400,I-17,229.066,Anthem Way,232.031,New River Rd,10,57,12.818863879957126,51315,51943
100365,I-17,232.031,New River Rd,236.013,Table Mesa Rd,10,62,11.465771372420571,61060,61807
100366,I-17,236.013,Table Mesa Rd,242.107,S Old Black Canyon Hwy (A),7,53,14.134283293872322,46037,46601
100367,I-17,242.107,S Old Black Canyon Hwy (A),244.383,S Old Black Canyon Hwy,6,57,12.968790061301075,42903,43428
100368,I-17,244.383,S Old Black Canyon Hwy,248.396,Bumble Bee Rd,7,56,12.688870400687048,37261,37718
100369,I-17,248.396,Bumble Bee Rd,252.528,Sunset Path,7,60,12.995479181756874,40037,40528
100370,I-17,252.528,Sunset Path,256.085,Badger Springs Rd,8,53,12.399566783366495,39703,40189
100371,I-17,256.085,Badger Springs Rd,259.445,E Bloody Basin Rd W,11,50,14.30307732092061,38670,39143
100372,I-17,259.445,E Bloody Basin Rd W,262.087,SR-69,9,55,13.299225507377466,35378,35812
102331,I-17,262.087,SR-69,263.249,I-17 Exit 263 G-Ramp,9,56,14.20042954388264,27471,27808
100373,I-17,263.249,I-17 Exit 263 G-Ramp,268.941,S Orme Rd,12,59,9.81615786810592,29645,30008
100374,I-17,268.941,S Orme Rd,278.389,SR-169,7,56,18.306020726503387,27887,28229
100375,I-17,278.389,SR-169,285.547,General Crook Trl,11,50,16.551221290557784,35659,37030
100376,I-17,285.547,General Crook Trl,287.295,SR-260,7,57,21.645252794927416,29965,30332
100377,I-17,287.295,SR-260,289.982,W Middle Verde Rd,8,56,14.298160998226345,32137,32531
100378,I-17,289.982,W Middle Verde Rd,293.261,E Cornville Rd,7,56,9.186090720322873,34193,34612
100379,I-17,293.261,E Cornville Rd,299.022,SR-179,11,61,7.037009731642583,27128,27461
100380,I-17,299.022,SR-179,306.291,Unidrd Sedona,11,64,9.951103475617815,22701,22979
100381,I-17,306.291,Unidrd Sedona,315.58,Rock Park Rd,8,51,12.32189528707529,23722,24013
100382,I-17,315.58,Rock Park Rd,317.87,Fox Ranch Rd,7,58,16.557990829161582,23771,24062
100383,I-17,317.87,Fox Ranch Rd,320.513,Schnebly Hill Rd,8,56,19.090725194700113,19774,20017
100384,I-17,320.513,Schnebly Hill Rd,322.76,S Munds Ranch Rd,7,59,28.683990816113546,19164,19399
100385,I-17,322.76,S Munds Ranch Rd,326.222,Willard Springs Rd,7,60,15.191045617425614,24837,25141
100386,I-17,326.222,Willard Springs Rd,328.767,FS 772 Rd,7,50,16.646778042959426,25140,25448
100387,I-17,328.767,FS 772 Rd,331.121,Kelly Canyon Rd,7,58,16.70718584352955,25091,25398
100388,I-17,331.121,Kelly Canyon Rd,333.861,Kachina Village Unde,7,56,27.25369937694704,20544,20795
100389,I-17,333.861,Kachina Village Unde,337.386,SR-89A,7,59,15.936492030188207,31933,32324
100390,I-17,337.386,SR-89A,339.775,S Lake Mary Rd,10,53,15.123419985690436,33544,33955
100391,I-17,339.775,S Lake Mary Rd,340.034,I-40,7,54,10.991057209359305,40815,41315
100401,I-17,340.034,I-40,340.344,I-17 nonCard,9,53,3.133531893770166,32232,34285
12129,I-19,0,N Grand Ave,0.119,N Sonoita Ave,8,52,1.1470477623166604,10636,10949
100451,I-19,0.119,N Sonoita Ave,1.142,N Western Ave,7,52,8.205301367550227,11846,11991
100452,I-19,1.142,N Western Ave,2.961,SR-189,8,51,9.785185185185185,13500,13666
100453,I-19,2.961,SR-189,5.309,I-19 Exit 8 C-Ramp,8,59,16.098097783367397,25444,25755
100454,I-19,5.309,I-19 Exit 8 C-Ramp,7.724,SR-289,7,50,6.024166545348668,34345,34766
100455,I-19,7.724,SR-289,10.887,Rio Rico Dr,9,52,18.693404355318815,31915,32306
100456,I-19,10.887,Rio Rico Dr,13.945,Peck Canyon Dr,8,50,13.733435027171323,20978,21235
100457,I-19,13.945,Peck Canyon Dr,15.637,Palo Parado Rd,7,54,12.799255187089909,22556,22833
100458,I-19,15.637,Palo Parado Rd,18.132,Tumacacori Overpass,7,55,12.702100421980939,21091,21349
100459,I-19,18.132,Tumacacori Overpass,21.628,Exit 34 Tubac Rd,7,54,14.73489210434086,19973,20218
100460,I-19,21.628,Exit 34 Tubac Rd,24.835,Chavez Siding Access,7,60,9.399262422360248,20608,20860
100461,I-19,24.835,Chavez Siding Access,26.539,Agua Linda Rd,7,59,9.07816809078168,22119,22390
100462,I-19,26.539,Agua Linda Rd,29.994,County Line Rd,7,54,15.930122331061256,22153,22425
100463,I-19,29.994,County Line Rd,34.875,W Canoa Ranch Dr,10,53,14.044382681200329,23027,23309
100464,I-19,34.875,W Canoa Ranch Dr,39.457,E Continental Rd,7,52,16.27104963862494,27257,27591
100465,I-19,39.457,E Continental Rd,40.768,W Esperanza Blvd,8,50,13.928339115351257,36896,37348
100466,I-19,40.768,W Esperanza Blvd,43.234,SR-19B nonCard (2),8,51,13.146122617847078,38673,39146
100467,I-19,43.234,SR-19B nonCard (2),46.818,W Sahuarita Rd,8,52,7.750485868827124,42707,43231
100468,I-19,46.818,W Sahuarita Rd,49.641,W Pima Mine Rd,9,56,7.46380599559081,43999,44538
100469,I-19,49.641,W Pima Mine Rd,54.401,Exit 87 Papago Rd,9,56,6.745127035964425,48687,49284
100470,I-19,54.401,Exit 87 Papago Rd,56.924,Exit 92 San Xavier Rd,7,54,19.3570929419986,50085,50699
100471,I-19,56.924,W San Xavier Loop Rd,58.818,I-19 Exit 95 A-Ramp,9,52,6.906824074584874,54381,55047
100472,I-19,58.818,I-19 Exit 95 A-Ramp,60.847,W Irvington Rd,9,54,8.73995874945723,73696,78763
100473,I-19,60.847,W Irvington Rd,61.85,SR-86,8,52,5.692724042966654,83879,89647
100474,I-19,61.85,SR-86,63.053,I-19 Exit 101 A1-Ramp,6,58,4.737827537375139,105217,112452
